Subject,Type,Timepoint,Rating,BRat
5d847ac9be4b0b00188463d7,Other,Current,3,0.5
5eb33612d573b51326905f30,Other,Current,2,0.250114155
5c90094e71f3100016181ea9,Other,Current,3,0.5
5e82cbf3469f74a0b6d0fd29,Other,Current,2,0.250114155
5d0d16d991270800010b7dd7,Other,Current,3,0.5
5daa18ed95be5f00133609e8,Other,Current,2,0.250114155
5e6027f12036113753519c82,Other,Current,3,0.5
5b619b6c5256470001bcf992,Other,Current,3,0.5
5e35d4a59d323458753819d2,Other,Current,1,0.000228311
595b93be7882150001240e21,Other,Current,2,0.250114155
5e37b3d7abde98738c0f1e7c,Other,Current,3,0.5
5e29ada5d441690127fb5748,Other,Current,3,0.5
5e84b8443f064006f1b5215c,Other,Current,2,0.250114155
5dcca657854936945d68eaa9,Other,Current,1,0.000228311
5cd321750316ed0017c81bcd,Other,Current,3,0.5
5b4d39f2d4c93b00019c8217,Other,Current,3,0.5
55b9a9b0fdf99b6906d2aba4,Other,Current,2,0.250114155
58a43e029a17120001d910d5,Other,Current,3,0.5
5edeb3b209233c154f4d552a,Other,Current,2,0.250114155
5d9f8573ce3daf0015e3e400,Other,Current,2,0.250114155
5de1986c040f531f97eb6092,Other,Current,3,0.5
5490c822fdf99b71ba910e1a,Other,Current,4,0.749885845
5831f08ebfb3b400015a6ad4,Other,Current,4,0.749885845
5e6690ca0ef3a301da87b4d9,Other,Current,3,0.5
5e9b621702bbdc069b2496c4,Other,Current,3,0.5
5e6989bc651f7d241449fccf,Other,Current,2,0.250114155
5e8537fe23609011fe987ca7,Other,Current,3,0.5
5ea997837d28170bc5125c56,Other,Current,4,0.749885845
5d378df21acda30001e7191e,Other,Current,2,0.250114155
5cc1e9161758c700138de977,Other,Current,3,0.5
5c82a8cdfff8430015e9942f,Other,Current,2,0.250114155
5c925b0fb138fe0014e4036b,Other,Current,2,0.250114155
5e5ab88a43f33029b119a48c,Other,Current,2,0.250114155
5e19c8d1477f3b24e0ac5efa,Other,Current,3,0.5
5a212dcc7b108200011e040c,Other,Current,2,0.250114155
5c27f83289f035000174a168,Other,Current,3,0.5
5ed081544e61f3163c036286,Other,Current,2,0.250114155
5d6d6412f570e000184cf48b,Other,Current,1,0.000228311
5bddf0f876219d00014b145e,Other,Current,2,0.250114155
5dacf17a6f11e500163e3bc4,Other,Current,2,0.250114155
5e4af9e73485dd000c99724e,Other,Current,3,0.5
5bcb229aa8920a00013060fa,Other,Current,2,0.250114155
5b15307351caaf0001228d9b,Other,Current,2,0.250114155
5cb9bc10e50fe5001746c43b,Other,Current,4,0.749885845
5a0d9553fe645f0001e9f852,Other,Current,2,0.250114155
5c03217b1a20110001e979f0,Other,Current,3,0.5
5ec12ad1759b78000a4f9965,Other,Current,3,0.5
5e552a5e45774651f60e62b3,Other,Current,3,0.5
5dc1c27fb3e5c212018d9e33,Other,Current,2,0.250114155
5ec2f967fa87231315e8b60c,Other,Current,3,0.5
5e5b0bcc7a584430eb8bea65,Other,Current,2,0.250114155
5c971acab18d000001e1afd7,Other,Current,3,0.5
5e815773285d3883ba2fbbcf,Other,Current,3,0.5
5eb1bc2b9d57e52f90d13214,Other,Current,2,0.250114155
5b5c8d4e10aec90001ed4bee,Other,Current,3,0.5
5d63179aa3b94d0001da4bb6,Other,Current,2,0.250114155
5c742339e621f900163f4543,Other,Current,2,0.250114155
583b397f54686200010f1d20,Other,Current,3,0.5
59dc458f77860e000151240e,Other,Current,2,0.250114155
5b76ce43bfc4cb0001f2c4c3,Other,Current,3,0.5
5e80d8569d1bdf03449b0c2e,Other,Current,2,0.250114155
5e175705cfe8dc000b559793,Other,Current,3,0.5
5ddae85b393bd3a44d7cbaaa,Other,Current,3,0.5
5e1797da928b15062260e30e,Other,Current,3,0.5
5d612ae16512d700159face7,Other,Current,3,0.5
55ddb84550a1f7000b90d65a,Other,Current,2,0.250114155
5e27868c5cbbcc0b3599574b,Other,Current,3,0.5
5c871f91e769f8000178afc8,Other,Current,2,0.250114155
5d461284d9b0690001720f6d,Other,Current,3,0.5
5e83abb4e0a2e40fd565226d,Other,Current,1,0.000228311
5c28113978fad50001932f58,Other,Current,2,0.250114155
5e78bf026d9a62443b9d5b74,Other,Current,2,0.250114155
5dba287f9653e80734e335d7,Other,Current,2,0.250114155
58f10189738cac000116d3ab,Other,Current,2,0.250114155
5ee3c01c7247c006e9a3f4fd,Other,Current,2,0.250114155
59f226a9d6380600018b2923,Other,Current,2,0.250114155
5a6f1ccade1f390001dbd8b7,Other,Current,2,0.250114155
5e7daa886c123242e86c8138,Other,Current,3,0.5
5ee64e85c682de3a880579c6,Other,Current,2,0.250114155
A1PAY3X73PQ16S,Other,Current,3,0.5
5c92870723bd7e001870138e,Other,Current,3,0.5
5d30a193b2cfe00017231a93,Other,Current,3,0.5
5d4c7ac3e8ec490018b0050d,Other,Current,4,0.749885845
5e84253b26729e1847f16611,Other,Current,2,0.250114155
5c70852d7826350001565ce4,Other,Current,3,0.5
5c40e7d99d27f00001159a65,Other,Current,3,0.5
5ab84333f69e940001d8f0af,Other,Current,2,0.250114155
5de82c263aa2777a36b996b2,Other,Current,2,0.250114155
5dd5db1ded7ea4574c7bc996,Other,Current,2,0.250114155
5d8c46cc53b833001a4bf916,Other,Current,2,0.250114155
5e606b1eaf84e83c728748d7,Other,Current,3,0.5
5ec46d59c1c5e016fafe11d6,Other,Current,3,0.5
5ea90a840928983752c88275,Other,Current,2,0.250114155
5e6ef5fbf14d264ae2ef3867,Other,Current,2,0.250114155
5bd9f569eb22f2000183df4e,Other,Current,4,0.749885845
5ee6706034f12e3d82d952aa,Other,Current,1,0.000228311
5ec6c96f5b660e0f25ea094c,Other,Current,3,0.5
5e9f55237c0db50bb0a02621,Other,Current,2,0.250114155
5ddc516e82a527bc2397e6e1,Other,Current,1,0.000228311
59c0782e5364260001dc4740,Other,Current,5,0.999771689
5edaf0abba14031b7899eb3f,Other,Current,5,0.999771689
5e69987e0873d600084bc920,Other,Current,3,0.5
5ed0091bd374190b9b04045d,Other,Current,3,0.5
5ea9cc7058ebeb11a12e659c,Other,Current,2,0.250114155
5761c23632676f0007eb36b3,Other,Current,2,0.250114155
5e41d817cfafb807ef94486a,Other,Current,3,0.5
5c82656bed1753001581fd1e,Other,Current,3,0.5
5ec5a64c306f255ec98d5cc1,Other,Current,3,0.5
5ebe057674d69c15b1642055,Other,Current,2,0.250114155
57d6dd8d6598aa000199188b,Other,Current,3,0.5
597fe89a1b41a20001749f57,Other,Current,2,0.250114155
5eea5252da0cfc115e24e69b,Other,Current,3,0.5
5ee3a34e16ad19048aef74f6,Other,Current,4,0.749885845
56fdff4ee0f9ff000f19c466,Other,Current,2,0.250114155
 5ad4a9f30f5d3900016a4d8b ,Other,Current,4,0.749885845
5ec81134ac7d6b2b9ac51453,Other,Current,3,0.5
5edfb0770fb0722aa3839b6d,Other,Current,3,0.5
5b32c0ff975e260001e97d0e,Other,Current,1,0.000228311
5ee232f2b970662cfa352567,Other,Current,3,0.5
5eb52896e034073a7b8aa981,Other,Current,3,0.5
5cf21b7b2456d90001ee8e40,Other,Current,3,0.5
5eb02a40b17a8c0868685d32,Other,Current,3,0.5
5953d01e4d560700016462da,Other,Current,2,0.250114155
5c6a36214fbf270001311702,Other,Current,4,0.749885845
5ed062703c9248144a334cb4,Other,Current,3,0.5
5e065bba5a342503b3f3e0bc,Other,Current,3,0.5
5eaa6339b2e5311e8e020396,Other,Current,3,0.5
5ede8a971588b310e81f852f,Other,Current,3,0.5
5e2039ccf0b71e34ef9c60a2,Other,Current,4,0.749885845
5e8be450affef10d24343a7f,Other,Current,1,0.000228311
5a04869ff2e3460001edad2e,Other,Current,3,0.5
5d4a41890e604c00011ade8b,Other,Current,2,0.250114155
5d5fa32a0fc94a0001632ac7,Other,Current,2,0.250114155
5d344bd3b0f315001a122275,Other,Current,3,0.5
5df162b6c76aa6080c4c7694,Other,Current,3,0.5
546f8a9cfdf99b4a593414ea,Other,Current,2,0.250114155
5dc47ddd034b45342d3b2e3a,Other,Current,2,0.250114155
5a21b2e1e473b80001baaa09,Other,Current,3,0.5
5c2d187569ceff00011417de,Other,Current,3,0.5
5687d85e369319000c269c55,Other,Current,4,0.749885845
5e1f938b06121f2be0d1ead4,Other,Current,3,0.5
5eac6f1aa8b3bb0dcfebeba9,Other,Current,1,0.000228311
5eb635754bbde6534e62c05e,Other,Current,2,0.250114155
5d7b2e78698dea001853b5ec,Other,Current,4,0.749885845
5bfd81fb2feab400014d9060,Other,Current,2,0.250114155
5dd1964987c1fd2082c4d88e,Other,Current,3,0.5
5d7af4ee784e52001b9b02da,Other,Current,3,0.5
5e8fa34befd9542a66b02feb,Other,Current,4,0.749885845
5e820eb36551aa02fd72e1dc,Other,Current,3,0.5
5de01c13c3a15e0a03332169,Other,Current,3,0.5
5ea5d2b8d2bc3308f7af06d5,Other,Current,4,0.749885845
59c6305e6a287600011c388d,Other,Current,3,0.5
57a761c22fc0d400012c9656,Other,Current,3,0.5
5d83d2f1ae7a8b00017ec6a9,Other,Current,3,0.5
56e130548b1c33000a388671,Other,Current,3,0.5
5c0f1cf4f3027300014b606f,Other,Current,4,0.749885845
5c92cda483617d0010bef1b8,Other,Current,3,0.5
5d558ebe886e3f0020e90fce,Other,Current,3,0.5
5e83d36b6d7daf107aea7a7c,Other,Current,3,0.5
5efba90ef81cbe13a3d7df40,Other,Current,4,0.749885845
5ec5880e02a64c5b4102561f,Other,Current,2,0.250114155
5588d358fdf99b304ee5674f,Other,Current,1,0.000228311
5d5c265773125e001af7f4cf,Other,Current,1,0.000228311
5ad9cc7ddfcfcb0001e667f3,Other,Current,3,0.5
5eca36ad460a2b19ab37697b,Other,Current,5,0.999771689
5e9ca054511e7a1c5c5640e5,Other,Current,4,0.749885845
5e911cfaefd95445d5a6c890,Other,Current,3,0.5
5bf5ab78f35e0c000101b657,Other,Current,5,0.999771689
5800e50de3536e00012840f4,Other,Current,3,0.5
5e649034feba20212bb729db,Other,Current,3,0.5
5b16ceb0bdf4e10001630f58,Other,Current,2,0.250114155
5e1882adfd7db4158998b5f0,Other,Current,3,0.5
5b954f10754b700001f06bf0,Other,Current,4,0.749885845
57bb6878eb28030001f7ea94,Other,Current,2,0.250114155
5ef165863c30cb15b9c83613,Other,Current,3,0.5
5e4a1730c94447480594cea4,Other,Current,2,0.250114155
5de7f5d27c17f804d007da90,Other,Current,5,0.999771689
5e2861fb5c6297029148b635,Other,Current,2,0.250114155
5d93c9c410165c0015326102,Other,Current,2,0.250114155
5c47d714a8703f0001b6e780,Other,Current,3,0.5
5d0e9d1bf403080016411381,Other,Current,2,0.250114155
5e0e66730db8925a55fffbd5,Other,Current,2,0.250114155
5e2e9c7388448746ab366b7f,Other,Current,3,0.5
5d6394518df2870001a74b42,Other,Current,3,0.5
5eaf02446c144d5e3a4d4562,Other,Current,3,0.5
5a8891155292b800012316a8,Other,Current,1,0.000228311
5eaba4a0bc118a184ac2cd2e,Other,Current,3,0.5
5eddaaaeb2a4d6ab5be32a02,Other,Current,3,0.5
5e8421d0df483e18852ff25e,Other,Current,3,0.5
5b4d31673d01bd0001ec447e,Other,Current,3,0.5
5eab89102e910016bb0b5414,Other,Current,3,0.5
5c003b5c2c8cc1000138e25f,Other,Current,5,0.999771689
5eb960c022781303ab1ca871,Other,Current,3,0.5
55f63fc432af740012171ef6,Other,Current,3,0.5
58066bf52d948b00014ba876,Other,Current,2,0.250114155
5e9732d6bafec41daaf8fc30,Other,Current,1,0.000228311
5cdcd4ca9f75db0001411660,Other,Current,3,0.5
5c1c137b0739430001693cf5,Other,Current,3,0.5
550bb70bfdf99b6853dab45e,Other,Current,3,0.5
5decaac46e09cf3792805023,Other,Current,4,0.749885845
5c454961f5e3bc00014ed20b,Other,Current,3,0.5
5dce29700ad506063969a4a5,Other,Current,3,0.5
5ee1327109ae2e4f8e01bd60,Other,Current,5,0.999771689
576017836442fa0006cfb7cd,Other,Current,2,0.250114155
5ec19dd52abb6a5ce5b9fe05,Other,Current,3,0.5
5d8927d21571f4001c8ce125,Other,Current,5,0.999771689
5dde8fba82f458000c8c7c75,Other,Current,4,0.749885845
5dec1c522911273179e44dbe,Other,Current,3,0.5
5ed57ec8141d24118731f1bc,Other,Current,2,0.250114155
5e3b9b820014e23ad71813c8,Other,Current,3,0.5
59ad6f1e09709e00013c2ba5,Other,Current,4,0.749885845
5d5eeb06d8bcde00162d73f1,Other,Current,3,0.5
5ee644b8a00c6d0621d20793,Other,Current,2,0.250114155
5e44399336d11f01939401eb,Other,Current,3,0.5
5ea08654ea87f206588b6b50,Other,Current,3,0.5
5de481c2a49875052fcf6dee,Other,Current,3,0.5
5c935d881754ba001b25697a,Other,Current,3,0.5
5ea9704edf73440535b5e34d,Other,Current,3,0.5
5eaa605c7c3cbc1f14421a94,Other,Current,3,0.5
5eda5c5faf7c7f08a2f68cb7,Other,Current,3,0.5
5bef87523d79ff0001275154,Other,Current,3,0.5
5ea77b0161f86b151f475c8f,Other,Current,3,0.5
5d5067b25371ae00191f69c4,Other,Current,4,0.749885845
5d78647e4dadc9001a3e34dd,Other,Current,3,0.5
5591cd21fdf99b63126f6c60,Other,Current,2,0.250114155
5aa806e7777df200016088c5,Other,Current,4,0.749885845
5ef05a7425018a31e8bb3c68,Other,Current,3,0.5
5d045502bdeaa5000165e935,Other,Current,4,0.749885845
5c4de8f726093e000134ee6e,Other,Current,3,0.5
5eb2f1a1ce5ba10ab2c0a042,Other,Current,3,0.5
5dd1ab5dd3ac2a21600f87b8,Other,Current,1,0.000228311
5e935ec0ba38620009a3b0d8,Other,Current,3,0.5
5e9a567a22a6fa0ee4cf44f1,Other,Current,3,0.5
5eba34aa6f816b16d72f49e1,Other,Current,1,0.000228311
5df97abeabec5d6fcbbc764d,Other,Current,2,0.250114155
5c586f5eee248f00016b7fe7,Other,Current,3,0.5
57656f6c2bfddf000125cce5,Other,Current,3,0.5
5e40774a2ee93c2ae0ecad03,Other,Current,3,0.5
5e23646fd3ba5760bca7801c,Other,Current,4,0.749885845
5eeab761609f0d1df85d61bf,Other,Current,4,0.749885845
5e8b835818346405e2571585,Other,Current,3,0.5
5dd0c43acaee3e187643d32b,Other,Current,4,0.749885845
5cfbdcec8483c6001930c1b1,Other,Current,3,0.5
5db6ff8c7f9e6b000dd24a19,Other,Current,3,0.5
5e2093a7e10aa2000c631268,Other,Current,1,0.000228311
5c8676deddda2d00012ad386,Other,Current,3,0.5
5e876872ca754f08ceb52e9e,Other,Current,3,0.5
5d4702f04f947a0001181420,Other,Current,3,0.5
5d62935aacd67c0015b06e8d,Other,Current,1,0.000228311
5cfea2427b91e70001423ffb,Other,Current,3,0.5
5daab7a060ac5d0014235b89,Other,Current,3,0.5
5ea9024a58a5ae36f0416ed6,Other,Current,3,0.5
5ebc75d16a8f8f0c09ba480b,Other,Current,4,0.749885845
5e13d5a0398bb6a1517fab4c,Other,Current,3,0.5
5e921c1b451807056a5e85bb,Other,Current,3,0.5
5cf7bfff528ef50001e96f69,Other,Current,3,0.5
5e9b061b5eb4e3000a5ebc0b,Other,Current,3,0.5
56ec151f388e1d000a5924d0,Other,Current,2,0.250114155
5e0e32ee1d4607573dc85b1f,Other,Current,2,0.250114155
58474a9c89af6500017f4cd6,Other,Current,3,0.5
5ecacb83b7f79d242d455216,Other,Current,4,0.749885845
5e7f64a99b18e463f74b0c91,Other,Current,4,0.749885845
5e84cf62eabe5c081ea860c5,Other,Current,3,0.5
5ea523b2a7782138712c7e1b,Other,Current,2,0.250114155
5e602d66bc402a381b35f74a,Other,Current,2,0.250114155
5e1276f7e69d0a912635da16,Other,Current,3,0.5
5d9373b0e04970001ab482da,Other,Current,2,0.250114155
559ef308fdf99b2616ff2a4f,Other,Current,2,0.250114155
5ca272f5caf59c0001a942cb,Other,Current,4,0.749885845
5b25c819a7cee100011d9091,Other,Current,4,0.749885845
5e3cba059e9d0b0b3663c90c,Other,Current,3,0.5
5bd9fed6780d50000109c503,Other,Current,2,0.250114155
5c801cd6aaf2af0016478e6f,Other,Current,3,0.5
5e614c386ee9b3017b83e4bc,Other,Current,3,0.5
5eac2cc56665cc23af76e945,Other,Current,5,0.999771689
5e9b8957035d900898422c3c,Other,Current,4,0.749885845
5edbf245e31b590a6e572482,Other,Current,4,0.749885845
5eb0deb2bd00da19c156f390,Other,Current,3,0.5
5eaf33928c0ee3626f0036e5,Other,Current,3,0.5
5e700bdb6319c15ed8726932,Other,Current,4,0.749885845
5ec5ba3e981556631c1a78ba,Other,Current,3,0.5
5e3889c805856605d1838c21,Other,Current,3,0.5
5eefa601e2550709b46a3dff,Other,Current,3,0.5
5bcd295277740000016ab0a5,Other,Current,4,0.749885845
5b15de5cbd9c310001570400,Other,Current,4,0.749885845
55b237e6fdf99b19ea79d2f7,Other,Current,2,0.250114155
5db3b031efa9f6000cf02400,Other,Current,2,0.250114155
5e9a600390f4ad0f0f200993,Other,Current,2,0.250114155
5ef110ef74978d1e943f0e7a,Other,Current,2,0.250114155
5b457ba9eb64c200015bbab1,Other,Current,3,0.5
5ea3b1b9fc11ed33dde53561,Other,Current,2,0.250114155
5c8e1af5c6e10f00010d6212,Other,Current,3,0.5
5f5834134283933a1c3b42d0,Other,Current,2,0.250114155
5ee150a384b8a1164fef6273,Other,Current,3,0.5
5eee3a583a975d29fd3e6f38,Other,Current,3,0.5
5c82d0ac51b0e00015cbd2fc,Other,Current,4,0.749885845
58ac890076c5b70001662993,Other,Current,3,0.5
5bddd64b48428800013061a6,Other,Current,2,0.250114155
5ee100c8ac33db0e30697284,Other,Current,3,0.5
5c1bc0ab84ff14000184c2ce,Other,Current,3,0.5
5d849ee0a954540019f513dd,Other,Current,4,0.749885845
5f4d1371c20934977e621ac3,Other,Current,1,0.000228311
5f4ee7ff2c5da213f015a27e,Other,Current,4,0.749885845
5d74001d391b6600175f433b,Other,Current,3,0.5
5484fd09fdf99b38dfb9645c,Other,Current,3,0.5
5f5d967f60d7fa5fdca4cc4f,Other,Current,3,0.5
559d9916fdf99b1e2b2dc6b8,Other,Current,2,0.250114155
5a03d20a7ecfc50001be0a7a,Other,Current,2,0.250114155
5e2a425609072a0abb76094b,Other,Current,2,0.250114155
5dcf0e94fce60605794da411,Other,Current,3,0.5
5ee8fdbb6b0e1325a483f9fa,Other,Current,3,0.5
5f3b4854ac7ac783ce22070e,Other,Current,3,0.5
5f3ed5c238cf461818f961b0,Other,Current,3,0.5
5c6319a0b73d590001ae789d,Other,Current,3,0.5
5e38e79295ff561112eae457,Other,Current,3,0.5
5a91877e777df200015fa0f5,Other,Current,4,0.749885845
5f4a7a00dc1bde60ab8f7ac5,Other,Current,3,0.5
5e6da92a65f32b372cf0fbdc,Other,Current,1,0.000228311
5f6e36c7f042f033d0f97bc1,Other,Current,3,0.5
5f59dc445d3541000c150f40,Other,Current,2,0.250114155
5cfdd7d53ca1bb00011030d4,Other,Current,3,0.5
5825ecee95f3030001cf889a,Other,Current,3,0.5
5dcaf5db575da17c63ebb51b,Other,Current,4,0.749885845
5f7392562b5e060e795d20db,Other,Current,4,0.749885845
56f9364e895094000c8f4967,Other,Current,2,0.250114155
56259489ed6e5a0005c80fde,Other,Current,3,0.5
5ee2c239f4ec4b804a79cf80,Other,Current,3,0.5
5bdbf2d92562330001b8d056,Other,Current,1,0.000228311
5ace650a436f550001004f87,Other,Current,3,0.5
5f94a8e7fa8c422fc88940b0,Other,Current,4,0.749885845
5e63e24eaf3bd51660031dbe,Other,Current,3,0.5
5d8fea94efcbb5001756364b,Other,Current,5,0.999771689
5e4dd61e228f8723566e06d4,Other,Current,3,0.5
5f4c4b277200c9868db9d43f,Other,Current,3,0.5
5f49f3262a3d07563d14a7f1,Other,Current,3,0.5
5ee09c1a0c2ad1027f541f53,Other,Current,3,0.5
5ef1980b60a4447bc1a5408c,Other,Current,3,0.5
5daa6f580d55870011370fd3,Other,Current,3,0.5
5d305152b2cfe00019231a2a,Other,Current,3,0.5
56fa002e8425ef000b3a4276,Other,Current,3,0.5
5ec2feeb47c4471339d3b2ce,Other,Current,3,0.5
5e9fc65dee2ccf178f0e413f,Other,Current,3,0.5
5d264dc7e4a0cb001a3efea6,Other,Current,2,0.250114155
5f7d3ace29e51d20f794994a,Other,Current,3,0.5
5e28e8730fd86a0a19e084cd,Other,Current,2,0.250114155
5f2a12f5837dd81e5881b7cc,Other,Current,2,0.250114155
5a49d6a06d85f80001c25bc4,Other,Current,1,0.000228311
5e1c138a2bf9514062e4de6b,Other,Current,3,0.5
5f16f559325a640008bb9a07,Other,Current,4,0.749885845
5f4c5105ad5ee685d48bcca2,Other,Current,2,0.250114155
5f2853a8e736e613955f73bf,Other,Current,2,0.250114155
5f1a30f8e8cd9a11b2832182,Other,Current,4,0.749885845
5c6d590ca190e0000103ec5f,Other,Current,3,0.5
5c57c06ed05b82000139682e,Other,Current,3,0.5
5c0990b854deae0001ac693c,Other,Current,5,0.999771689
5c101f812a1a620001f04007,Other,Current,3,0.5
5c2fcd716ea6880001dc8e3d,Other,Current,3,0.5
5c9527e29e4f7400011e1571,Other,Current,3,0.5
