prev_SubjectID_Prolific_MTurk,prev_pca_score,curr_pca_score,NA_mean_expectation_deviation_experience,Q3,Q4,Q6,Q7
570521cfde5095001018a0c8,NA,-1.9353418698189224,NA,3,5,4,5
572083abfd3a5200093c18b1,5.418993122752044,NA,NA,NA,NA,NA,NA
576017836442fa0006cfb7cd,-0.7850489916130868,-3.2027540132666563,NA,1,3,2,4
5761c23632676f0007eb36b3,1.6972048446329615,1.0433406336351765,NA,1,2,2,4
57656f6c2bfddf000125cce5,1.2881353765226644,-1.0321990733963602,-0.29411764705882354,2,4,3,4
577d11f88b3e2300016d74a0,-0.8011248613586248,NA,NA,NA,NA,NA,NA
578673a9275be6000135880e,-3.4971846328686427,-3.4626111082548245,NA,2,4,3,4
57a761c22fc0d400012c9656,8.306523445035827,11.303495274356656,-1.2352941176470589,3,4,3,3
57aa430b4cda6e00018420e9,4.611952018402585,NA,NA,NA,NA,NA,NA
57ae3e45bf84e0000169aadb,3.114431879689542,NA,NA,NA,NA,NA,NA
57b60487e5b60d0001083aea,0.23595431777438083,5.220705795066636,NA,3,4,2,3
57b9bafdfc23450001acc1ac,-1.0659625115478817,1.5954021230164603,NA,2,3,2,3
57bb6878eb28030001f7ea94,0.03538241259886832,-1.2186998640572906,NA,4,5,2,3
57bca845e2101600015e8e88,NA,-4.048363227131842,NA,2,3,3,4
57d6dd8d6598aa000199188b,1.5149948469573775,4.418250231069995,NA,3,4,3,4
57dd766bbcd7150001ded5de,2.0582579061464674,1.6505949744499626,NA,2,3,3,4
57e7bb4e73e67300012b8e2a,-3.818362189014896,-4.378662020711906,NA,3,5,5,5
57fbcca590de42000167347e,3.105552039727884,NA,NA,NA,NA,NA,NA
5800e50de3536e00012840f4,-5.168998647837309,-5.306122842920671,NA,1,1,3,5
58066bf52d948b00014ba876,3.2145687259031246,2.6180344259597828,NA,3,5,2,4
580cab86b869700001d71628,5.6408343440332285,NA,NA,NA,NA,NA,NA
5825ecee95f3030001cf889a,NA,-1.6051803246784215,-0.7647058823529411,1,2,3,4
5831f08ebfb3b400015a6ad4,7.1633962374950695,9.409800204135456,0.4705882352941176,5,5,4,4
583b397f54686200010f1d20,-5.140809082333283,-3.907178825172018,NA,3,4,3,4
583f12f545073d0001fac52d,-5.304008225864911,-4.5692299688692755,NA,2,5,3,5
58431470703ee90001ddc972,NA,NA,NA,NA,NA,NA,NA
58474a9c89af6500017f4cd6,-2.962756587743077,-1.013205293241433,0.1176470588235294,2,3,3,4
58742bf5d53c97000159df8c,1.4682798063584857,0.5358713393200261,NA,3,5,3,5
588e251908e6b200011a7253,-3.854990783498412,NA,NA,NA,NA,NA,NA
5890ad027ae35f0001bad9c2,-5.0327032369840214,NA,NA,NA,NA,NA,NA
589a46af57995d0001a8a03a,NA,-4.252359587794409,1.6470588235294117,3,5,3,5
58a43e029a17120001d910d5,4.4970099063337265,-1.0612620683347782,NA,2,5,3,5
58a63a64ea3d11000170e1cc,NA,-1.7583445269962457,NA,2,4,3,4
58ac890076c5b70001662993,NA,0.8746779494305243,NA,2,2,3,3
58dc1373463f960001ba45b3,NA,-4.172419770685457,0.2352941176470588,2,3,3,5
58e79ac632bebb0001b741ec,NA,-1.5807829333671464,-1,3,4,3,4
58ed2be2a083320001a13783,-3.894583373564905,-4.509823731708814,NA,1,2,3,4
58effc65c31d4d00015aa5b9,-3.004865009473471,-3.617669537545449,0.6470588235294118,3,4,3,4
58f10189738cac000116d3ab,3.899502699061092,1.5757375635642934,-0.5882352941176471,2,3,2,3
58f5365dfb4d7500014aeebc,-5.161488510302876,NA,NA,NA,NA,NA,NA
58faebf8b778bb00014e52ef,-2.189117144384528,NA,NA,NA,NA,NA,NA
58fe828d1178370001dd36d1,-2.804117527758775,NA,NA,NA,NA,NA,NA
59014316505ca20001647b81,3.286344922829838,NA,NA,NA,NA,NA,NA
590774800a04a700015650cc,-2.2667560483188756,NA,NA,NA,NA,NA,NA
59296fb2e8a7ff000163f033,NA,-4.216832546368921,-0.2352941176470588,2,2,3,3
592e85797b619d0001cb07e9,NA,8.052207012613552,NA,4,5,3,4
59347d4f53490b0001563e47,-2.761271289428944,-1.0052755641157205,0.2352941176470588,1,2,3,5
593dfb9ea2bf080001ed3b65,NA,NA,NA,NA,NA,NA,NA
59417543c768a500011c9731,-2.432774189803147,-3.3106954812640605,NA,2,3,2,4
5953d01e4d560700016462da,-5.793760367024573,-5.793760367024573,NA,1,1,2,2
595b93be7882150001240e21,-5.111330384243269,-4.44763184454614,NA,2,2,2,3
59658491b9153e0001617465,-3.4144770134396523,0.1663550570997853,NA,2,4,3,4
5968fc630e679d0001fabf37,-5.418133448358837,NA,NA,NA,NA,NA,NA
597fe89a1b41a20001749f57,0.941285505818262,1.674936093158028,NA,2,3,2,3
59877315f8b162000167a2c6,-1.543646488105985,NA,NA,NA,NA,NA,NA
5987c9f26ab9880001b5b04d,-2.1938192722624694,-0.4967982614541451,NA,2,4,3,5
598f1a83b83f800001a5de4d,0.3491389704954081,NA,NA,NA,NA,NA,NA
59921da2e339120001fb8cf6,NA,NA,NA,NA,NA,NA,NA
5993020a5f49420001caf86b,0.3769179484431224,-1.1299700367784264,NA,2,5,1,5
59977c8ba7b2400001523396,NA,-2.0458068739903297,NA,3,4,3,4
599be3660ed7ae0001991db9,NA,7.219920582360201,NA,3,4,3,5
599eaf0fbfd73c00010ea24e,-3.2807502086676776,-2.949879854767273,NA,2,5,2,2
599ec7dc617ca80001fcd124,NA,-3.1159500158227553,NA,2,3,3,4
59a1ddac5dfd6b000152601f,NA,NA,NA,NA,NA,NA,NA
59a1de0cec2f75000124eeaf,-5.306645038947391,-4.671460770841987,-0.29411764705882354,2,3,3,4
59ad6f1e09709e00013c2ba5,1.890406332662934,-1.058225722249756,NA,4,5,4,5
59c0782e5364260001dc4740,-4.1104250223396175,-5.793760367024573,NA,5,5,5,5
59c25b315364260001dc4b45,-2.141582483309686,NA,NA,NA,NA,NA,NA
59c6305e6a287600011c388d,3.515369905525086,4.195809784841757,0.6470588235294118,3,4,3,3
59c808a84374e1000125c617,-3.9005673435337815,NA,NA,NA,NA,NA,NA
59d6c710cfaf7400016113a1,4.086493189637367,NA,NA,NA,NA,NA,NA
59dc458f77860e000151240e,-5.793760367024573,-5.280290578183018,NA,2,2,2,5
59e833e72f63d30001c8fb86,0.0012148668091606,0.5140186966939271,NA,2,5,2,4
59f226a9d6380600018b2923,-5.629414064390516,-5.629414064390516,NA,1,2,2,3
59f38493da08940001d4e599,-1.2976802131909626,NA,NA,NA,NA,NA,NA
5a03d20a7ecfc50001be0a7a,NA,-0.954538308855968,NA,2,4,2,4
5a04869ff2e3460001edad2e,0.24828637211553423,-2.246225833438919,NA,2,3,3,3
5a0d9553fe645f0001e9f852,-5.108756581861806,-4.6529738415203825,NA,3,3,2,3
5a194277087f2e0001eaf783,-4.2953760969796395,NA,NA,NA,NA,NA,NA
5a1fa084063e8600012fa6a3,1.2071951091126978,NA,NA,NA,NA,NA,NA
5a212dcc7b108200011e040c,3.2946533238269566,1.3653612301336366,NA,3,5,2,3
5a219133b4665b00011fd87a,NA,NA,NA,NA,NA,NA,NA
5a21b2e1e473b80001baaa09,-4.048252849390843,-5.069269451918093,NA,2,4,3,5
5a282206b279aa0001b0e002,NA,NA,NA,NA,NA,NA,NA
5a3bdd2c8d005a0001829f3e,-5.793760367024573,-5.793760367024573,NA,1,1,4,5
5a455345f7b7bc00014e043d,-1.453285152713436,NA,NA,NA,NA,NA,NA
5a49713b7aebf70001154615,3.701037263125826,NA,NA,NA,NA,NA,NA
5a49d6a06d85f80001c25bc4,NA,-5.139661923230854,NA,1,3,1,3
5a4bf09053a4560001ba0ebf,2.5172049948998287,1.805243207847743,NA,3,4,2,3
5a5c23afe0cf3d0001268781,NA,2.8875626670969656,NA,2,3,3,5
5a5d7a42acc75b00017a8193,NA,-2.081013304899034,NA,3,5,2,3
5a6f1ccade1f390001dbd8b7,10.517469716991462,7.347010803013013,NA,5,5,2,4
5a708ef2f1530b000103bfab,NA,3.206587775209937,NA,2,4,3,4
5a772885000dab00018c15ce,NA,NA,NA,NA,NA,NA,NA
5a78ca07b093f80001a764f6,2.148682783180867,NA,NA,NA,NA,NA,NA
5a78e410ae9a0b0001a97274,-5.16756859569536,-4.892106982610016,NA,3,4,3,4
5a7cb079aa46dd00016b5bfb,5.854000882099363,6.55313744928117,NA,4,5,4,5
5a8891155292b800012316a8,6.0894370215285365,7.27642199467792,NA,4,5,1,3
5a8d1152aa46dd00016be976,-1.0690719180365424,NA,NA,NA,NA,NA,NA
5a91877e777df200015fa0f5,-5.448579604402182,-4.714264052185385,-0.1176470588235294,1,3,4,5
5a9262251eda410001360b2c,1.3597227108235577,-0.9276047581669786,NA,2,4,3,5
5a93bb216475f900019fa294,2.0482776292392,NA,NA,NA,NA,NA,NA
5a947fb0f05361000171b5a3,NA,4.018712916354826,NA,2,4,3,5
5a9743c835237b00011276d7,NA,NA,NA,NA,NA,NA,NA
5aa3609e6475f90001a04905,-1.5708206356743284,NA,NA,NA,NA,NA,NA
5aa55cf8dbdb470001ef4cc5,NA,-2.777057356779782,NA,2,2,2,2
5aa637861eda41000136d5d2,2.6595888662171343,1.3456861018378106,NA,3,3,2,2
5aa806e7777df200016088c5,-3.1990730998126526,-5.132188237256947,NA,3,4,4,5
5aae902ff34c4300010ebd55,-4.225255090392135,NA,NA,NA,NA,NA,NA
5aaeb037811b2000016f7e9f,-4.4769245903559565,NA,NA,NA,NA,NA,NA
5ab415206db3e700011bde54,2.4722163384908447,2.8224396873279685,NA,2,5,2,5
5ab8026547a9f7000153a324,NA,-1.7381915633749243,1,2,4,2,4
5ab84333f69e940001d8f0af,3.538691498602633,1.5008441733654767,NA,1,2,2,3
5abae3c447a9f7000153c531,NA,NA,NA,NA,NA,NA,NA
5ac6cc039534ba0001c75642,-0.32559239133059725,-3.38314789103558,NA,1,3,2,4
5acb6e5ca3ba7a0001b4e622,NA,NA,NA,NA,NA,NA,NA
5ace650a436f550001004f87,NA,-4.225255090392135,0.0588235294117647,2,4,3,5
5ad4a9f30f5d3900016a4d8b,-4.053883895298654,-3.986942696925652,-0.5882352941176471,3,3,4,3
5ad9cc7ddfcfcb0001e667f3,-2.6142861992161466,0.5292295356078128,NA,1,5,3,4
5ae521a03ab2fb0001ef2365,0.6015692753448576,NA,NA,NA,NA,NA,NA
5ae9378a78b0060001e699bb,6.196786602110413,NA,NA,NA,NA,NA,NA
5aea7b2b9b283d00017ee882,NA,NA,NA,NA,NA,NA,NA
5aeb267462352e00016e4a5c,NA,NA,NA,NA,NA,NA,NA
5aece65375deca000162675a,NA,NA,NA,NA,NA,NA,NA
5aeda69f9457e00001054d76,NA,1.8981463112757513,NA,4,5,4,5
5aeeb4903c80f200013af2ed,NA,1.3022569369967114,0.9411764705882352,3,5,5,5
5af238825847970001e34baf,3.9708971635722303,NA,NA,NA,NA,NA,NA
5afdde7e59ae1e00017e6737,-2.409642200523842,NA,NA,NA,NA,NA,NA
5b0594ff92e94c0001e20425,3.6144713257693057,NA,NA,NA,NA,NA,NA
5b0739faa84dcf0001bef230,0.15701369569245044,NA,NA,NA,NA,NA,NA
5b0b0781bd9c310001562712,3.2163837118663197,NA,NA,NA,NA,NA,NA
5b0fa626bd9c310001568d6c,-1.5761185408822649,-3.3505155655442325,NA,3,4,2,4
5b10222db9cf7d00016ee0ec,2.4139060288847927,NA,NA,NA,NA,NA,NA
5b11949a466ccd0001b349e2,3.7190373383482944,NA,NA,NA,NA,NA,NA
5b14791ebd9c31000156e8ab,-2.137828210900373,NA,NA,NA,NA,NA,NA
5b15307351caaf0001228d9b,-1.4145461817455525,-4.318576383013869,1,1,5,2,5
5b15de5cbd9c310001570400,0.6887777465203715,3.9032796720186114,1.8823529411764703,3,5,4,5
5b16ceb0bdf4e10001630f58,1.487836954198875,1.8093156706416031,0.9411764705882352,4,5,2,2
5b197b8088ee7400012ae154,NA,-2.2016550429037607,NA,1,5,2,5
5b1daf2368a5ed000173a394,NA,NA,NA,NA,NA,NA,NA
5b2557ac8b4002000106cb20,NA,NA,NA,NA,NA,NA,NA
5b25c819a7cee100011d9091,6.675058535747684,-1.436940276277324,NA,5,4,4,5
5b25d6ce7f781600014611dc,-3.0220350144207817,NA,NA,NA,NA,NA,NA
5b26ed8a8ecf3f0001619040,0.06482927081957846,-1.0973319963028862,-0.7058823529411765,3,4,2,3
5b2e9080a8327d0001ffcdac,-2.983293071772988,NA,NA,NA,NA,NA,NA
5b32c0ff975e260001e97d0e,3.8182176629337414,-0.7990457227472347,NA,1,3,1,2
5b3e3a299a6a140001222ea1,NA,5.190599045407364,0.5882352941176471,4,5,4,5
5b4547e263dbac000156260a,-3.5964885594703135,NA,NA,NA,NA,NA,NA
5b457ba9eb64c200015bbab1,-1.2483717002434596,-1.258318664718969,NA,2,3,3,5
5b4d31673d01bd0001ec447e,1.172599200857207,0.8122314892865593,NA,4,5,3,5
5b4d39f2d4c93b00019c8217,-3.526591728099325,-2.0977380445406424,NA,3,5,3,3
5b5a822e1ad8270001c4f28d,-1.3942447964405005,-4.324005491354698,NA,1,3,3,5
5b5c8d4e10aec90001ed4bee,-2.455432097721137,-2.093232936541602,NA,1,2,3,4
5b619b6c5256470001bcf992,-3.820339379632607,-4.527616648564704,NA,3,4,3,4
5b707a406f0ed10001bfb973,NA,-1.1000656837572809,NA,2,3,3,5
5b76ce43bfc4cb0001f2c4c3,-4.4888196926772785,-4.572039573802156,-0.1176470588235294,3,4,3,3
5b76d0f5fca8d9000139404c,-2.6860791273249767,-2.862892512431563,NA,1,3,2,4
5b7a384b16aa4400016972c9,-0.4926012515938559,NA,NA,NA,NA,NA,NA
5b7b034ecf8a6e00018ee81d,1.8510608996397937,NA,NA,NA,NA,NA,NA
5b7cbe9db630cf000125dffe,-4.030354639801498,-5.185666341233693,NA,2,5,2,5
5b9217c162766e00012bb9c6,1.856207340080797,NA,NA,NA,NA,NA,NA
5b954f10754b700001f06bf0,7.201723143653708,3.537928008629688,NA,4,5,4,5
5b97f70161c19e00018db4a8,NA,-3.602208818877683,NA,2,5,3,5
5b97f8988ae8150001c7a887,-3.3359492526117887,-3.632021855128166,NA,2,3,2,2
5b984dd258ee9f00012fbfd2,1.1900669816667742,NA,NA,NA,NA,NA,NA
5b9a8089e3677a0001468916,-3.0941624967860535,NA,NA,NA,NA,NA,NA
5b9ce14e1b99540001d77e8a,-1.5098105664908354,NA,NA,NA,NA,NA,NA
5b9ec956c8a17f000171f7ad,NA,2.3620327654493236,NA,1,3,2,4
5b9efb73d1ff7a00013bfe84,NA,8.132661127147179,NA,2,4,2,3
5b9f09697b196f000195e1ed,0.9858233280819426,-1.9933210684617513,-0.35294117647058826,3,4,3,5
5b9f330e06114100010721c5,-2.5556999878083095,NA,NA,NA,NA,NA,NA
5ba3c3960c045e0001b503c2,-4.542290703872141,NA,NA,NA,NA,NA,NA
5bc0bcb38b1ded0001bfaa58,5.562158163273239,NA,NA,NA,NA,NA,NA
5bca53b93d893f0001befb42,NA,NA,NA,NA,NA,NA,NA
5bcb229aa8920a00013060fa,4.913723733883514,-0.04625218676448083,NA,2,4,2,5
5bcb6b6d0f10750001d79240,-1.9319118310378276,NA,NA,NA,NA,NA,NA
5bcb710ee91d8c0001a0f9cd,-3.0124973619322875,NA,NA,NA,NA,NA,NA
5bcd295277740000016ab0a5,0.8059500804030788,2.107690702353501,NA,3,4,4,5
5bd086bbc3b40e0001df9551,NA,NA,NA,NA,NA,NA,NA
5bd3b427860b840001db944c,NA,NA,NA,NA,NA,NA,NA
5bd47734506cd3000101d181,NA,NA,NA,NA,NA,NA,NA
5bd52c0a860b840001dbe032,NA,NA,NA,NA,NA,NA,NA
5bd9f569eb22f2000183df4e,-3.2277948549302464,-3.5221033673800424,0,4,5,4,5
5bd9fed6780d50000109c503,-1.8764722116070536,-2.7346525795227463,NA,3,3,2,4
5bdbf2d92562330001b8d056,NA,-4.3579729233410545,NA,1,3,1,4
5bdc4d25a49c2800019e1c24,-1.8430133362826011,-0.8340593787139601,NA,2,4,3,5
5bdca5a43c033f00019f446e,-5.471686260202995,NA,NA,NA,NA,NA,NA
5bddd64b48428800013061a6,0.1328417598622847,1.4165123854529194,NA,3,5,2,5
5bddf0f876219d00014b145e,-0.7306819132674661,-0.04959847932462812,NA,3,4,2,5
5bde6ae8ed3acf0001665cb3,-3.586673220891046,NA,NA,NA,NA,NA,NA
5be0a65507684000010cf0f9,4.5835514014538985,5.044745960690863,NA,3,5,3,3
5be2e7e491deed00015adcb0,NA,-2.8392420105720335,0.7058823529411765,2,2,2,3
5be781ca3b047e0001a39e47,-2.8546154855535217,-4.081394504751284,NA,2,3,3,4
5be895c61781990001f83e89,-4.688516416842404,NA,NA,NA,NA,NA,NA
5be8fde54f563b0001acb7cd,0.06962299202299344,NA,NA,NA,NA,NA,NA
5be9fd84271bf10001525264,NA,NA,NA,NA,NA,NA,NA
5beaf789650d4f00015b9e63,-2.679377881167836,NA,NA,NA,NA,NA,NA
5beb733faec9ef0001e9d37e,NA,NA,NA,NA,NA,NA,NA
5beb8419aec9ef0001e9d5fb,6.0616674870265435,2.4564368072264435,0,1,1,2,3
5bef87523d79ff0001275154,-3.839234164748079,-1.2773486903631028,NA,1,2,3,5
5bf08e67d63d690001360a79,NA,-1.4207351568505138,NA,3,5,3,5
5bf17270871dd1000197226e,8.773387781996783,1.849647271620807,NA,5,5,5,5
5bf32090a155c300016f3c06,-3.482576452470578,-4.455432823392884,0.1176470588235294,3,3,4,3
5bf49e46cade8c0001e8387f,3.900139581298358,NA,NA,NA,NA,NA,NA
5bf5ab78f35e0c000101b657,4.665138261411201,4.633051525845559,NA,3,4,5,5
5bf720e60b616400019c6c6c,NA,-4.205355259368366,NA,1,3,3,3
5bf9c4c6850b6600018eede2,-3.931809132773906,NA,NA,NA,NA,NA,NA
5bfd81fb2feab400014d9060,-0.9221916725896426,0.40815708940705175,1.2941176470588236,3,4,2,4
5bfe381a6fe16d00016767ba,-0.23235674105037352,NA,NA,NA,NA,NA,NA
5c00224bd5b5b60001317eba,6.041812876683355,NA,NA,NA,NA,NA,NA
5c0023fb2213be0001c2cdde,NA,-1.4818828605089254,NA,3,4,3,5
5c003b5c2c8cc1000138e25f,0.166133810600019,-0.18427640316839164,NA,3,5,5,5
5c0150326a0c6e00013c6068,1.2890360812408483,-1.6697387538960522,-0.2352941176470588,3,4,3,3
5c03217b1a20110001e979f0,-1.2154162025897148,-3.64595277765996,NA,3,4,3,4
5c03c70729abc00001992bf1,-3.559016880867136,NA,NA,NA,NA,NA,NA
5c04f82fa3882600019926d7,NA,NA,NA,NA,NA,NA,NA
5c05ff644c14cf00019db0a9,7.048069201845656,4.818083359305447,0.29411764705882354,4,3,4,5
5c0990b854deae0001ac693c,NA,6.326209278328114,-1.1176470588235294,5,5,5,5
5c0a696aa4e5fc0001759543,6.621879444967936,7.700043477024051,NA,3,5,3,4
5c0d6e58ea8f6400017192d6,-1.4554787376483935,NA,NA,NA,NA,NA,NA
5c0dadfe5c6c960001d11673,-3.2976195314853505,NA,NA,NA,NA,NA,NA
5c0f1cf4f3027300014b606f,-1.105789608148355,-0.718325295054859,NA,4,5,4,5
5c101f812a1a620001f04007,NA,-5.641970741297782,NA,1,3,3,4
5c11f8202b16ba0001c8b764,NA,-3.4484155861797627,NA,2,3,2,3
5c12521fbf739a0001cfeb03,NA,-3.5273750931724175,0.9411764705882352,5,5,5,5
5c159f7745de2c000133c3f2,-2.954384200668416,NA,NA,NA,NA,NA,NA
5c19d662eb262100016b1c51,6.600736288205979,NA,NA,NA,NA,NA,NA
5c1a9424a329230001ecaabd,NA,NA,NA,NA,NA,NA,NA
5c1aea95177b330001d0fc11,6.84928379090747,NA,NA,NA,NA,NA,NA
5c1bc0ab84ff14000184c2ce,-0.33670871131546176,-0.03192917358836284,NA,2,3,3,3
5c1c137b0739430001693cf5,-2.599850847858263,-0.5601487142837975,NA,2,3,3,4
5c1c690f10140800013f03f7,3.73914836519707,NA,NA,NA,NA,NA,NA
5c1e1e172c45d4000147645f,NA,NA,NA,NA,NA,NA,NA
5c223d4a4a7e1f000137e5b9,-3.8081503990686825,-3.399849138597932,NA,2,3,3,4
5c231ab3da51990001e20000,NA,NA,NA,NA,NA,NA,NA
5c23daf62c45d40001486ed7,-0.6210753304878872,NA,NA,NA,NA,NA,NA
5c266e991fc74500017cb567,1.308146069643167,NA,NA,NA,NA,NA,NA
5c270a03cce6b300015e7e3a,NA,NA,NA,NA,NA,NA,NA
5c27f83289f035000174a168,6.986451710375585,6.575345796661896,NA,3,5,3,5
5c28113978fad50001932f58,-1.7137481770913814,0.6546903669838153,NA,3,5,2,5
5c28c65636efd800010f30fb,-4.391576655850094,NA,NA,NA,NA,NA,NA
5c2c25310091e40001cb1951,5.233445995003148,NA,NA,NA,NA,NA,NA
5c2c5658867f660001af6ef6,NA,NA,NA,NA,NA,NA,NA
5c2c6e432c45d400014a35e3,-0.6991750443757785,5.477407640659673,NA,2,2,3,4
5c2cdb4e213a1a0001b9c475,1.7630243298766393,2.0521309700512456,NA,4,3,3,4
5c2d187569ceff00011417de,-4.1228763019842285,-3.8305032579101352,NA,3,3,3,4
5c2fcd716ea6880001dc8e3d,NA,-2.5095476980763167,NA,3,4,3,5
5c3027ef69d7820001063974,NA,-3.3207883486515852,0.2352941176470588,2,3,3,4
5c31847f10677f0001ddc781,NA,1.8201433657230035,NA,3,5,2,4
5c31862c8a20f50001ea9d9b,3.7564210409208,NA,NA,NA,NA,NA,NA
5c3282cd53d7b10001934577,NA,-0.8985495679193282,NA,3,5,2,4
5c353d803c56f500011a04dc,1.90013937027514,NA,NA,NA,NA,NA,NA
5c362c20befdcb0001acd991,-4.688509336235348,NA,NA,NA,NA,NA,NA
5c381b1ce4dbd30001fbc9c9,-2.8153694436395207,-1.5371100438060048,NA,2,5,2,5
5c39606586c1450001a9675d,NA,10.7804417660688,NA,5,5,2,4
5c3a34eebe1ddc0001aa35d6,-2.6733362842394888,-1.4758528522435124,NA,3,5,3,4
5c3fb71b36052e00016bb1a6,1.0475384684601534,4.710173945040721,0.4117647058823529,2,3,2,3
5c3fd0d4c2d0b700017d02cd,-1.642094148930871,NA,NA,NA,NA,NA,NA
5c4098bc2dcf46000167e4c9,-4.696866581745007,NA,NA,NA,NA,NA,NA
5c40e7d99d27f00001159a65,1.2244626562384042,1.1442235010138708,NA,3,4,3,4
5c420d547e505a0001ed2884,NA,NA,NA,NA,NA,NA,NA
5c429213848dbb000157fd1e,2.790291697454624,NA,NA,NA,NA,NA,NA
5c43349027bb0d0001282427,-3.882109940744608,-3.131082957066352,NA,1,2,2,3
5c44e3fa11a0c20001700303,-2.399430341981031,NA,NA,NA,NA,NA,NA
5c454961f5e3bc00014ed20b,-2.3069825213462183,-1.1335446344767983,NA,2,4,3,5
5c4684826a7dbc00017c0a87,4.16542376220693,6.013494267628683,NA,2,4,2,4
5c476d19e101a500012ec201,5.451458424545539,NA,NA,NA,NA,NA,NA
5c47d714a8703f0001b6e780,-1.22852436499035,0.9885654602621544,NA,3,5,3,3
5c4b5d55dccaa800016b41b7,6.0422386453313415,NA,NA,NA,NA,NA,NA
5c4be2759233b80001b2ed8a,-4.3365946783749285,NA,NA,NA,NA,NA,NA
5c4de8f726093e000134ee6e,-5.50136324378568,-4.740317356883224,NA,2,3,3,4
5c4ef309bb4a2b0001f2bee1,4.679608396844765,NA,NA,NA,NA,NA,NA
5c521c5e7c308e0001906fbf,NA,NA,NA,NA,NA,NA,NA
5c5278c798b0ff000110f559,9.407481423465144,NA,NA,NA,NA,NA,NA
5c55f4acb7cf140001d3689b,NA,NA,NA,NA,NA,NA,NA
